distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
5290,6449.8322,18310.48811,9790.52983,57816.2732,28653.5637,14500.527909999999,RE-10,2909,IT-4,28583,35732.349,17338,21484,2023,15.66711266326135
4339,15373.921,19279.58381,55386.61712,38727.6396,28508.8469,24926.56281,RE-F,2341,IT-10,26756,27395.606,13616,11864,1327,-0.08253252314295723
4730,14304.858,5065.04134,50284.2117,47837.8517,29010.1669,41946.49394,RE-10,1468,IT-E,23606,9981.761,3005,8204,1037,-54.58151422559754
8083,9684.2418,14412.24,32682.74551,31968.0849,35722.9662,31089.062739999998,RE-11,905,IT-E,46784,28444.287,32013,16920,1188,10.423306379446883
5870,11764.5499,1243.02293,44648.98393,63668.2388,40310.2358,35117.10111,RE-B,4659,IT-0,34950,16236.282,7106,18464,1848,-7.184793323475764
6492,7394.1727,3011.7217,18679.20764,56669.2681,22720.3558,27403.91692,RE-D,3076,IT-4,54838,33231.892,3011,9860,1526,-1.033861837719002
6631,17682.76,24171.09155,13349.35815,32767.2314,13152.9671,22365.53991,RE-D,2778,IT-E,37877,32738.284,1608,20504,1102,11.541160020450773
5029,10474.9692,21771.43786,57749.211820000004,59792.6766,42887.2167,29072.423039999998,RE-9,1957,IT-9,42332,25773.144,10972,11013,1403,-34.82547817375909
5605,5562.3425,28486.6168,60260.63793,29262.8563,24149.0753,21745.54381,RE-5,1377,IT-5,47334,33073.846,8585,9176,1183,-23.738682380630387
7480,11761.9589,24504.02734,22282.04382,28956.0568,42978.0461,25712.17974,RE-3,3333,IT-8,36057,36937.59,30060,9953,1161,-0.6115792569766183
5888,12500.766000000001,16318.58397,44099.963019999996,52646.4573,43859.3539,43473.59958,RE-C,2225,IT-A,47853,27783.612,32826,19060,1038,14.675384179730074
3931,16682.8108,17272.12496,14295.45797,42251.9407,38495.8089,43045.807539999994,RE-0,2967,IT-F,46383,31624.174,29070,17642,1638,58.043454224722545
4559,15041.7006,38353.075730000004,58991.73282999999,44766.1074,41534.6604,26390.93049,RE-5,2395,IT-D,29315,25336.672000000002,23323,7308,1251,-12.473522230833172
4923,14642.4566,29878.00522,49798.92789,33625.4107,23199.2411,27682.820839999997,RE-2,2989,IT-7,55456,28748.086,33198,15285,1031,25.299858986447568
4472,18108.8977,9927.6442,4558.93702,45164.3782,35540.3302,46272.10984,RE-9,4107,IT-5,44198,26961.895,33500,14200,1719,44.31622270670828
1737,2910.5082,37831.18122,24725.942030000002,37803.4498,48258.2331,30763.7848,RE-11,2469,IT-3,58348,29670.464,12011,19832,1633,57.36925157980143
7398,6921.8414,28208.203989999998,15716.74969,55248.3694,34289.4332,45366.47979,RE-7,846,IT-F,48119,23073.818,28077,16752,1255,7.901351908048313
4262,15483.656,30537.30832,49332.88336,54774.2607,29741.0209,8590.270390000001,RE-4,4155,IT-5,52995,24532.93,2487,25072,1230,-13.3489972851554
5105,1618.156,16644.65696,22549.595859999998,43637.0275,17235.3694,36050.3796,RE-7,4216,IT-C,44053,28079.881,1214,11089,1502,-27.50666417603532
6175,9067.0773,8376.38975,28696.16965,30799.6386,42613.2161,24734.39671,RE-E,1416,IT-1,31669,39281.134,12436,12219,1132,-27.30907636913587
4927,15461.2848,26487.46033,48334.02098,47815.8305,40251.2817,35593.92989,RE-5,4604,IT-0,46791,26982.178,3593,18033,1495,10.114405277698944
5086,6011.2883,14891.72855,22977.16546,44448.5385,15081.3907,43759.14968,RE-F,3307,IT-0,24036,26627.926,17532,10634,932,-58.37679010305082
5444,7126.1155,35139.79956,37821.70261,44455.5483,72499.756,42178.41631,RE-11,633,IT-C,48987,23434.764,5784,17306,1306,12.960305638147831
4404,14393.0034,11183.800459999999,52333.88164,46956.1666,34201.396,18183.3067,RE-E,1180,IT-6,45202,19040.608,3949,10694,1210,-40.46215057400475
4196,8225.4227,18241.559409999998,21314.75731,30912.1782,36325.7869,33117.9217,RE-D,3002,IT-E,14087,27574.789,12715,13851,981,-33.29833420319648
3893,5725.3635,5714.447770000001,47229.48519,41809.9941,16362.5528,29058.80665,RE-D,3749,IT-D,36384,25504.584,5612,13150,1563,46.5536450183683
2238,1305.3166,12257.4844,49769.44107,41505.176,55697.362,48203.99846,RE-A,3071,IT-13,57501,22677.125,5969,11864,1584,14.979483560440618
4945,8492.2383,21558.90911,33411.58104,44662.282999999996,21841.8192,47412.984019999996,RE-B,2679,IT-4,25579,30491.116,33764,19325,1697,24.29704100685752
6693,18176.8716,7851.495140000001,24024.38545,48282.5634,43985.3565,19994.14958,RE-4,4561,IT-C,29503,35366.193999999996,9948,9213,1735,15.790066991575966
2715,13182.9346,37548.69213,15144.96532,37699.3572,31276.0796,31727.984519999998,RE-5,4450,IT-F,30644,,32183,14293,1991,35.88219824008513
4414,9016.1004,43098.27098,10060.4552,34818.9632,40040.6465,30806.13693,RE-7,3091,IT-3,57099,33412.576,16309,14539,1576,36.73005847598925
5164,7436.6729,36532.32593,10755.35283,40816.4104,68439.675,25376.77691,RE-10,4591,IT-12,39245,30845.515,17189,17706,1316,-4.136863216984092
4848,10552.7733,11007.75025,58774.35751,52122.392,43807.8654,22299.34897,RE-4,3756,IT-11,49583,24998.487999999998,4420,8299,1488,-11.156758452968075
5878,14385.857,25742.38581,56975.635610000005,38189.8489,38541.594,46324.06803,RE-7,827,IT-5,49993,34552.972,19332,12509,879,3.0884348980073817
4215,5940.5615,41196.60328,14277.212309999999,47956.3842,49956.6115,49060.54363,RE-0,684,IT-8,66701,42065.924000000006,18713,18845,1426,50.19904748835508
3599,8704.133,20318.61003,7535.207329999999,46941.4561,37100.0706,25521.81899,RE-4,625,IT-2,32181,32588.144,5752,20969,1466,-13.045062139015435
6257,6877.2972,29229.24273,21630.14813,54761.8381,27915.7061,36871.30642,RE-B,2142,IT-13,53415,,9406,13416,1491,5.023429843413213
5353,4332.0946,16057.088880000001,40817.22357,34898.6213,45015.5365,23601.55966,RE-C,4972,IT-3,29816,28016.102000000003,8943,11209,1272,-43.16716430779497
5335,1938.5556,15382.88859,8482.06322,57026.1143,32895.0247,22919.71305,RE-B,2198,IT-12,54847,28434.002999999997,32211,18549,1361,6.127380660936511
2731,5441.8316,27769.72665,20551.61002,30888.7987,19772.6385,30474.700569999997,RE-11,2115,IT-4,44669,35650.687999999995,12387,2307,1169,-127.265688042975
3665,991.3049,30626.16943,8796.73874,28729.6223,47456.3999,21395.744609999998,RE-8,2559,IT-5,44269,35678.48,23570,19196,1023,-21.695454727462774
6740,2822.7236,37802.27711,46163.94345,63755.6222,34197.3751,37099.709389999996,RE-F,3861,IT-7,22795,41637.773,22720,17493,711,-34.304861085334714
4728,12280.8189,32166.04167,21179.0613,42862.1681,25739.0913,43262.524139999994,RE-7,4806,IT-C,41994,24087.542,13849,20375,1144,4.719806471058608
5568,2344.4648,44214.354980000004,50363.16146,31357.6417,51646.6814,29593.260110000003,RE-7,2260,IT-1,72943,22652.101000000002,15195,18603,1355,-110.3560826931128
4753,14074.2193,22272.65717,34142.90688,31504.3754,24763.8077,10224.16379,RE-5,1071,IT-1,35299,24440.382999999998,12712,20496,1032,-35.201169276055865
3684,16826.3344,42142.28806,2101.6343100000004,59487.6633,18530.5388,3415.35894,RE-5,4279,IT-B,42485,20345.266,10811,7263,1475,-24.57532252471058
5575,5648.5985,1401.7285,51071.3014,51875.6224,32508.2231,23558.07157,RE-2,2342,IT-0,33840,14316.976,15349,16783,1107,-65.53682034598692
3756,16044.7023,27298.635860000002,60110.995760000005,48517.0434,21195.3929,37120.00197,RE-11,4478,IT-F,50284,19708.743000000002,27912,20095,1122,9.818016381032338
4353,2463.1653,24853.31941,43398.650819999995,59138.8766,33519.244,28220.84965,RE-4,4208,IT-6,46547,32665.517000000003,30682,17568,1327,-0.8759628469252512
4455,9545.4641,2423.87935,49564.72711,64184.9134,11504.1971,37423.73162,RE-7,4532,IT-8,61755,20469.259,31215,23612,1676,15.873875206474562
4627,14705.7893,14748.9587,41368.86844,42902.0718,43645.5909,36244.97243,RE-2,1301,IT-6,42022,34577.642,1852,23898,1248,14.798510088736403
3773,13815.7901,30884.08557,1026.4945599999999,60018.348,51227.3664,22732.012919999997,RE-D,2818,IT-2,51140,31140.374,8776,8760,1515,-11.181140038288175
3991,9195.918,12267.56782,52722.23215,34861.4836,72709.0,25145.062019999998,RE-4,3664,IT-B,49087,26239.689,4267,11694,1292,-32.38885900566717
5367,4170.5661,27630.21517,13373.06369,40117.494,58617.3734,28046.68969,RE-8,3791,IT-E,20574,15292.973,25895,11161,1226,-69.44729917063188
6153,16565.4771,28380.861889999996,2288.17127,59867.3568,36521.3784,33183.6994,RE-D,602,IT-C,70110,18637.001,7527,17606,987,-5.949678904628158
5090,6185.6066,5223.83875,53970.27091,45877.1723,32009.9292,47909.21657,RE-C,525,IT-D,67932,20544.206000000002,26671,14073,1207,3.628705659331572
5559,18218.799,30548.459160000002,16074.311730000001,62882.6368,64960.4869,22645.27812,RE-0,795,IT-13,46225,20923.048,5455,22271,629,-33.9473475431826
7083,4141.4032,1435.58581,60040.23779,49249.8346,20519.4304,23917.32028,RE-0,3063,IT-6,37797,22313.039,17992,11907,1479,-27.058621960705967
3159,17570.7092,41800.936630000004,13643.504359999999,18720.3276,18223.6806,36255.966089999994,RE-8,2469,IT-F,34950,32814.229,2164,15004,1209,10.205205631570102
4963,3379.3037,18540.79237,12031.510970000001,46610.3461,46965.8868,39092.53957,RE-7,3769,IT-1,45230,,817,17907,1125,-19.08437233592237
4131,17333.4967,33158.44673,2158.60277,63838.6216,37356.8984,7302.98765,RE-9,609,IT-6,15575,18065.27,5972,21988,1280,-44.17007553718239
3845,15279.6859,41086.22302,4437.36336,59658.5209,36426.7764,42588.76313,RE-E,4039,IT-0,30563,30201.578999999998,20576,13434,1271,-1.339500825648149
4071,10076.5806,38049.64375,48597.64832,47559.2163,28509.7872,54557.74089,RE-C,2910,IT-7,27803,22816.354,457,25831,1166,-6.1909076644700685
5683,4174.1974,17581.6461,24122.18014,34122.4927,48844.7522,27354.8028,RE-C,1518,IT-5,39563,32526.647,17696,15093,1441,-19.854846124813825
5285,18169.8476,13027.0929,12743.511279999999,44495.9242,27954.5519,31656.253080000002,RE-9,3879,IT-D,21915,24976.315,31681,8604,1099,-26.094561218559974
5895,14388.364,8022.278509999999,48978.252980000005,46589.9049,43092.5177,34428.75411,RE-1,2749,IT-7,66793,27230.432,18610,17263,802,-3.341148151046834
5809,12423.1391,6896.37413,52286.476039999994,20639.1444,41991.1272,32199.88467,RE-10,2341,IT-D,24208,37865.458,26586,16205,1748,51.89702913450239
6685,7793.5016,16142.45717,40923.797360000004,62904.6368,26908.7126,37936.84453,RE-E,4250,IT-6,37333,27153.585,3999,14046,1584,-15.366315372220472
4581,2431.2323,43809.27513,49392.09352,57223.7989,37583.0774,37561.56422,RE-10,4800,IT-C,35598,23868.493,9682,14511,1163,-26.96844477735966
4154,4570.2216,44164.296930000004,50436.32569,36740.3992,39143.8626,36600.50056,RE-9,4679,IT-D,54700,37132.843,32163,11942,1034,16.318895566126553
6041,12957.7685,23075.77827,19778.35202,49480.2256,38916.5105,36001.68961,RE-11,1942,IT-4,46127,31004.516,11075,15026,1520,13.972743699419244
3864,15219.1416,32455.7806,16086.86445,55073.513,35151.5583,27819.1272,RE-11,4677,IT-4,30562,33591.411,33107,14164,1583,22.902848300995412
3134,14873.4348,1891.32966,26511.82548,52055.363,34629.4757,34810.39245,RE-6,1379,IT-8,30000,28356.959,5216,20930,1134,-18.387495537417518
4262,11802.3588,1101.65291,2770.63937,36092.9288,29735.6887,43161.21533,RE-A,4225,IT-D,70285,27694.854,28822,10902,1359,28.773416201143235
4827,5646.6716,10135.6365,38250.529669999996,42735.7931,27897.6121,61817.0,RE-A,3813,IT-10,47588,,8752,24719,1471,27.002036909555997
1994,6864.5461,19419.838480000002,36459.145260000005,52106.7665,37005.1319,15884.302440000001,RE-7,729,IT-2,74269,20913.4,18050,10830,1423,-23.44932557218412
2825,4575.4716,24620.27105,11448.086870000001,32544.065,34982.8297,40795.767439999996,RE-10,1180,IT-1,76385,29295.822,21685,17297,1461,21.798215293596574
5205,16333.1294,42131.27167,25569.76523,47504.814000000006,26995.8931,34601.283260000004,RE-A,1919,IT-4,59749,20011.349,7927,20708,1254,-0.036251832954650176
5573,9865.4352,37395.11898,36588.47473,48036.7601,53608.2282,24278.07329,RE-D,702,IT-F,34423,26159.423,26799,9817,1277,-14.945677944171717
2729,15373.405,15315.83361,4436.59075,46521.5331,27193.8958,36241.79719,RE-11,1596,IT-11,32567,42284.124,32187,15398,1799,57.750213255545766
4726,18355.0614,16276.331030000001,29058.542269999998,26239.1496,32235.6957,40919.136419999995,RE-6,3400,IT-C,39424,19817.843,7082,12838,1360,6.962938430424678
4013,5810.562,23610.84464,59073.73063,781.0,49692.9751,31998.68914,RE-D,3976,IT-11,22347,38183.359,23946,18137,1403,51.226009846847184
6797,14911.6655,26378.91752,39782.09327,46589.1074,24584.3012,29298.32257,RE-9,3958,IT-13,9583,23112.656000000003,15260,17192,1130,34.02671190508606
3136,7444.4132,36756.13278,35036.11062,16384.5737,48420.5896,39201.61405,RE-3,3803,IT-6,66790,,7902,14369,1407,26.33464587003353
5050,12268.6844,2473.27361,28471.2169,54729.7494,30412.0012,32024.06622,RE-C,1252,IT-12,56945,21356.741,13144,13087,1611,4.724764053577804
7134,10920.7167,41191.15243,18127.09709,74019.2969,39175.7076,903.0267,RE-9,2718,IT-5,30055,25723.352000000003,7899,13606,894,-70.67172704888726
4467,14907.2632,5411.7692,15591.18615,71414.8815,43230.7203,36929.33393,RE-E,1405,IT-12,49558,32963.824,20299,13831,1451,28.491355372799283
4811,18640.0851,17510.3201,26596.863230000003,64049.4901,34607.6858,36022.47748,RE-3,3576,IT-1,48479,30864.45,28086,21324,1375,24.182680562052642
5905,1721.5531,29659.99082,42398.77409,29049.9599,53313.5438,42270.73966,RE-7,3233,IT-3,32223,29926.006,3624,15115,895,-35.29896053518337
6994,8917.4129,35206.12075,5060.7546,53937.3115,45309.5601,24432.19943,RE-11,2720,IT-C,47891,32213.873,16277,12647,938,-22.324229286943503
4666,13412.8538,35275.13768,30737.8822,52087.5503,36673.3316,40026.0183,RE-10,4610,IT-A,33154,32236.105,12470,17344,1506,23.796708014241705
6905,14611.7073,36059.48972,22705.650569999998,50789.6608,50847.5449,24305.10615,RE-6,3384,IT-D,29940,26065.752999999997,23956,15067,1353,-1.0262825174490953
7927,17813.5256,30146.06455,26515.13721,58306.7839,55083.8994,37922.338189999995,RE-8,3229,IT-13,34565,21350.783,27852,16351,1836,59.2927767530649
4571,17578.7437,5170.00379,8186.5888,69686.1642,41047.2814,21149.64369,RE-4,510,IT-2,42231,19505.63,18062,13257,1326,-32.22969737396621
1744,2644.29,26325.53493,44478.6734,39034.8835,50029.962,34251.62777,RE-11,4711,IT-0,7809,,3028,23679,1555,-16.610648749441935
3194,17515.9294,35534.45846,45628.59187,42242.889,26327.4134,26062.29931,RE-7,2618,IT-1,44293,22780.377,28451,14809,1468,15.874046709125972
3643,14148.0004,29931.399980000002,8048.07143,48557.3787,8123.8217,19885.20985,RE-10,2327,IT-8,59368,29048.827,1014,22886,1739,32.293310114736535
5718,17251.3771,26732.7524,34139.50384,40389.9935,34139.4947,32859.86747,RE-D,974,IT-6,50815,16739.133,29809,13925,1330,5.043433716908976
9429,5884.1274,22767.969230000002,51569.24684,48349.857,26278.7514,30888.688510000004,RE-9,3176,IT-E,48315,25168.292999999998,15651,4373,1087,-63.201006123045595
7436,14842.2642,12517.585659999999,14404.078619999998,18033.3411,28919.2941,29424.23794,RE-4,4516,IT-5,84342,26442.06,12854,22536,1509,84.50651603646357
5672,12665.2523,15944.385890000001,44210.76481,51628.4636,33733.565,41778.095539999995,RE-F,2157,IT-11,39849,,33438,14786,1360,31.272863209340038
5545,4559.2764,27023.41243,7381.01808,55259.8088,24229.3079,25065.76289,RE-F,1218,IT-12,47462,26198.106,8964,18549,1376,-1.1857275839381292
4352,7969.677,3718.2751299999995,5601.98205,52483.1228,54028.632000000005,47386.91959,RE-F,3723,IT-6,57707,,19882,11109,1640,29.133245382128855
5277,17098.2652,18156.08206,38332.952860000005,65488.6059,19843.4133,30644.20433,RE-4,2215,IT-1,41185,18401.425,22690,14729,1434,-86.03143055854997
5004,9205.8699,6668.5315,39241.39572,29980.8105,46822.7987,50176.472069999996,RE-11,1967,IT-F,48544,41814.59,11904,23278,1395,53.500688967592325
3947,8371.5727,31214.251269999997,28885.89571,26548.6146,32637.9645,17664.94034,RE-4,1402,IT-A,71341,29705.942000000003,23856,18694,1291,18.5036205244323
3945,9858.1445,2880.86769,1506.3495,39184.5876,44142.0598,24039.91562,RE-D,2709,IT-A,49428,38000.65,5842,12870,1528,5.240287954013477
3641,12423.5142,39854.83608,49113.02135,29286.9948,31139.0733,42195.65029,RE-11,3925,IT-10,53292,31668.891,33397,16138,1923,79.53147401983351
6453,18082.0126,26187.8145,28828.263769999998,36998.6172,43466.176,27467.227239999997,RE-E,525,IT-12,54761,32237.882999999998,22534,17753,1280,33.272906253950445
5889,15124.9577,10616.66411,13562.22354,46785.5531,32442.659,30864.183380000002,RE-C,4283,IT-9,38259,24060.971,14446,24448,1458,1.221167704359758
3962,6272.1418,28975.36188,54075.22384,35913.6173,59768.764,33433.22211,RE-2,1074,IT-4,66775,23112.135,21713,8640,1016,-0.7412272897537306
3301,2817.8561,15662.27275,2131.1542,40564.9267,24446.6878,15797.81137,RE-D,3071,IT-5,71518,26109.716,19062,18597,1689,6.692273103118351
6670,15108.6462,4294.75039,48895.37549,35376.9883,41341.5559,24240.54296,RE-2,2459,IT-10,71234,,27283,14088,1276,18.099899680938435
5974,13378.9467,17700.5215,49756.765810000004,60025.2242,26128.5294,33584.05212,RE-2,4296,IT-0,47218,23629.564,7882,20182,1168,-29.624969338084025
4297,8942.1417,12654.8753,50053.15686,39137.274,51843.9862,40316.20995,RE-F,888,IT-3,55773,28834.529,17220,16341,1429,16.121582325248582
4720,18011.3922,13265.94883,60033.76911,27739.4475,41566.0324,11317.26735,RE-9,2877,IT-0,27749,35550.895,1040,14144,1565,-5.254988865306447
1987,7362.7548,18315.15554,61028.5439,39671.543,22069.8661,26730.13896,RE-0,2295,IT-B,43392,21271.249,6313,13300,1461,-8.436109204664218
7332,12835.1472,7601.23896,20263.66038,30460.2193,35297.886,25786.53889,RE-9,3897,IT-A,79607,16889.655,17678,22183,1416,24.53160579951731
7720,9339.6018,16104.148280000001,11554.2435,54386.9693,56502.9298,41157.17955,RE-9,2156,IT-10,22847,29185.988999999998,23874,13003,1857,35.71192074269055
2294,15637.3738,16961.02022,52510.97917,39435.6159,40255.8804,33241.31449,RE-5,804,IT-8,37456,33250.127,16479,20715,1172,13.833890494250145
6977,13811.508,37073.95438,25373.23891,30971.9336,43595.2544,43206.9995,RE-7,3426,IT-0,31739,22225.236,20816,19720,1216,3.5215717714772508
7048,4406.0988,27263.718360000003,55470.30661,42537.0327,46060.6791,25093.68496,RE-7,1207,IT-6,39993,31944.235,19869,14038,1208,-23.903781676943378
4643,17458.6828,33846.12156,24994.40078,45718.9291,50976.6383,37915.96683,RE-8,4336,IT-13,52287,,16348,23735,1413,60.61940461125933
2887,9699.5521,24357.16576,23437.25617,42282.407,25109.5886,21783.45278,RE-1,4591,IT-10,42360,25556.717999999997,30705,9817,1157,-8.256220418087771
7088,3249.0771,11573.5759,23970.15624,45335.1735,32594.81,29197.24715,RE-7,784,IT-7,29369,21066.951,28331,9058,1517,-15.557291527873073
4064,17829.0742,16202.30005,15872.064880000002,38267.2524,49111.7004,20476.77396,RE-2,4949,IT-13,51023,33624.53,14765,5705,1470,21.702856495547795
6546,18174.551,4614.661529999999,27049.75057,39804.329,24275.2157,29595.800539999997,RE-2,4247,IT-4,42393,27506.752,27269,19008,1173,95.35318209242122
7132,14786.0267,4566.82154,11426.95536,65146.7683,29717.5083,21658.62772,RE-8,4677,IT-C,55833,31905.938,31269,12576,1210,7.0105440759191575
4736,10909.4862,2779.2375,42029.599369999996,22424.6467,26039.1209,26668.808930000003,RE-A,2650,IT-F,42314,23589.634,32829,11224,1208,6.437911945793399
4746,8575.7669,5449.83826,21984.79059,54725.2956,38216.8937,37743.94485,RE-F,1858,IT-0,14168,17550.255,28856,19149,1606,-20.42701315895208
4831,1592.6889999999999,25067.864169999997,32570.1511,41844.8701,25843.7559,37288.40522,RE-F,560,IT-D,49098,26100.088,8191,14094,1038,-33.998132545227804
2537,5905.8139,28012.019969999998,1126.61704,45440.1892,25616.4373,38229.318,RE-B,1564,IT-9,81694,23580.895,804,11605,1415,-4.0688127930807765
5874,14799.958,14892.03571,30424.394080000002,39253.0438,31080.0102,36105.55316,RE-3,1113,IT-5,61610,,19287,13431,1002,6.420228072037146
6697,13541.6856,17525.57477,60111.66994,42461.4148,48592.5541,27015.58817,RE-E,4867,IT-5,19388,,26098,26276,1027,-24.612928172638235
6316,8062.9974,30046.41847,38747.82736,38263.9249,43537.1098,25224.677180000002,RE-6,2912,IT-5,37745,30633.107999999997,8512,21125,1489,-1.6317191349025657
4218,14143.438999999998,33411.16557,53448.589360000005,41874.1629,62226.8301,28332.97987,RE-B,775,IT-10,37655,32850.526,18111,12160,1260,-29.946812779501567
6234,15325.948999999999,13246.5337,17858.651169999997,29499.4517,24503.964,42559.195360000005,RE-6,1946,IT-3,62494,,30743,16691,1180,41.4199995171825
5272,3860.2891,16145.64706,59722.79579,56201.1876,33206.0481,22976.81085,RE-3,4487,IT-5,52009,24921.392000000003,27296,12825,1692,-3.5728818872738275
7330,7307.1674,25097.82565,26700.83037,42323.4443,34203.1209,29539.27869,RE-9,3006,IT-10,47865,24766.994,6151,21572,1166,10.131690298474052
3581,9026.8417,32377.31755,43716.76888,26401.3439,26137.6708,19166.433090000002,RE-6,837,IT-13,49082,25685.243,17900,17328,1142,2.0391228339060063
4285,17896.0657,40503.61841,16329.805669999998,30928.2974,52489.3304,21763.32059,RE-4,2773,IT-7,65999,23660.889,28024,17388,1448,31.359312608207556
5250,12536.4554,37988.26616,3246.571,36442.4131,23146.2057,33902.87953,RE-11,1720,IT-E,50215,38786.108,20001,17443,1554,39.02434703222235
7139,17617.3457,38400.14751,19630.235569999997,55399.4624,19296.4581,28113.93132,RE-6,1155,IT-3,36274,22470.874,5849,16955,1088,-0.8639870247951418
5518,14999.5795,33474.854230000004,36367.014689999996,54456.1792,34270.89,17745.31126,RE-D,4582,IT-10,39030,29224.588,12547,22586,1288,11.409102508911646
3725,15030.5732,16298.10863,43132.029969999996,58873.2044,51720.1114,33969.33322,RE-F,4249,IT-11,61263,,7923,14896,1403,41.125182781520415
8754,7792.1379,4734.0781799999995,9033.91243,59976.4188,35516.1427,41369.14408,RE-2,1112,IT-4,37635,29797.653,25405,6756,1197,-26.770299683879003
5062,15560.8024,33785.87526,40573.03645,49440.7997,32216.0203,32960.22725,RE-11,2152,IT-1,20288,23820.459,8315,16849,1264,-27.42291095705289
6268,5245.6738,34507.12275,18693.77634,40687.2036,33455.933,34446.15345,RE-D,4817,IT-10,31508,,18055,18266,1491,10.919582169091637
5468,2358.9309,32294.47339,18739.25909,52310.6913,38601.2233,46667.11777,RE-D,2605,IT-9,36185,30352.41,25979,20989,1337,8.258924195310659
5574,14161.9684,19434.44471,56414.873270000004,39243.031,15522.45,17762.388609999998,RE-1,1863,IT-8,44588,22367.027000000002,5164,26812,1307,-2.084176561456058
6568,6350.5197,34376.7361,43373.657080000004,24889.9293,38181.6295,19835.2353,RE-3,1898,IT-3,70400,21154.001,13703,17218,1579,6.305252355333113
6648,5821.311,10426.20163,14011.598680000001,63354.2262,33796.3923,18032.056119999997,RE-4,4930,IT-0,51386,,3922,14669,1418,-33.097457505831656
5925,9896.5493,25157.78495,40846.92285,18347.7717,41715.9264,20864.263730000002,RE-0,1513,IT-5,33354,23696.572,17820,14097,1338,-17.26237148863678
5509,11197.9668,34410.67239,5388.24215,12156.8886,51082.5019,22013.993580000002,RE-E,917,IT-9,42133,26983.096,12753,11070,1445,-0.30711176220457226
4669,1904.4373,27907.806669999998,2304.31353,10809.5552,29320.2525,27237.9087,RE-E,4842,IT-A,34588,26068.772999999997,7923,21381,1391,0.15007099124890644
6390,11495.7156,28635.79642,15785.457219999998,60971.9816,65665.3694,18477.96169,RE-E,523,IT-B,26096,23370.441000000003,22091,26741,1498,-2.4740211777064993
6182,8003.853,8132.62355,20080.05395,50498.0022,42621.47,36984.183919999996,RE-2,703,IT-11,67588,37792.422,6193,14771,1476,32.72222753151257
4190,15464.5544,35367.12505,26254.738119999998,38607.9441,20422.8424,41425.16848,RE-3,4174,IT-E,48056,,23743,20214,1524,46.06230460940836
4307,16896.0192,14478.20525,58150.069879999995,33766.2514,42533.5227,35805.31951,RE-8,3995,IT-3,46126,30832.384,20784,17169,1527,33.94947755732403
5456,13984.5723,2567.0435399999997,13364.56787,54530.2691,41122.6527,38642.30469,RE-F,4449,IT-C,34250,29428.162999999997,1465,12299,1140,-15.352101523229015
6862,7650.931,26819.312280000002,28750.05664,37066.4223,40226.1186,18355.82344,RE-6,2112,IT-C,76060,23812.186,18082,12668,1152,-6.105342073948753
6347,15092.4814,5012.91856,23108.671730000002,62335.4449,45959.7538,19892.17324,RE-10,618,IT-6,68416,18255.467,31441,15517,2012,30.681769995962387
5870,5114.2836,8792.086879999999,31116.558210000003,63910.9961,26566.5544,19105.1147,RE-D,4950,IT-E,50515,36687.587,30494,12718,1309,0.17608014797718494
5241,2259.127,2609.91644,23607.8772,51208.7428,43534.894,46796.57168,RE-0,3029,IT-D,40903,23639.575,13338,21800,1263,-8.707972754343505
5784,18077.5439,7186.129140000001,57017.43985,33819.9244,34878.7596,22505.01423,RE-F,789,IT-E,69813,28717.221,15616,14792,1211,21.43633185173541
4309,12303.6755,27308.43916,42648.50746,27838.227000000003,38346.6012,9099.43689,RE-2,4336,IT-F,38360,14633.492,16794,20396,853,-36.301210360899546
6060,11535.2378,13168.71312,27152.924410000003,32721.7632,40553.2166,51707.21234,RE-C,4744,IT-C,53989,33703.632000000005,16236,13451,1209,29.008226403978888
7119,3153.2857,32702.5132,56528.58508,13342.2701,50861.294,34741.04072,RE-F,2053,IT-7,46124,31847.112999999998,1831,18426,1537,23.164088892149977
5711,13761.2084,9795.69397,48096.62708,14644.0433,21727.013,38595.027369999996,RE-2,1278,IT-9,72102,19762.265,22475,16041,1381,22.554861898209317
5582,4553.345,13892.736219999999,38328.92502,31308.2211,30028.5906,23487.61477,RE-7,3785,IT-5,68044,26611.601000000002,33096,18334,1252,5.566142691118782
5384,4553.1343,17461.9758,33000.22563,62184.349,42132.5684,40010.16629,RE-6,1177,IT-3,13988,29585.031000000003,30339,18587,1738,1.1685067048753421
5353,12882.5047,6755.21736,30115.89464,53169.6615,24267.4576,16464.04147,RE-F,2182,IT-0,32679,23873.441000000003,13721,9645,1483,-35.929252166352676
4800,2118.5934,19887.35052,27394.86371,45759.1515,37472.1633,30654.585919999998,RE-0,3388,IT-9,45911,,9401,11272,1236,-36.10558367615764
5641,9279.2019,24677.24977,17464.81938,48011.5223,42089.5039,16845.57102,RE-3,3716,IT-11,61027,23344.285,34010,12779,1373,9.80963009934183
3238,2482.8468,21619.79866,19052.77315,63116.5604,8625.7129,23528.1719,RE-3,727,IT-3,65298,33480.895,16936,17728,1905,24.498484745957136
4019,11384.6052,4069.8303899999996,47655.28695,56377.9344,65458.2974,50501.637389999996,RE-10,1376,IT-9,44315,25899.623,18104,7643,1503,12.670047205384636
4995,3983.4156,35619.54535,58288.82901,16525.7436,30104.3527,37097.15192,RE-D,3721,IT-E,41941,27378.666,20077,15510,1392,12.107465654766786
