id,y,pred
2141,2,2
2142,0,0
2143,2,2
2144,0,0
2145,0,0
2146,1,1
2147,1,1
2148,0,0
2149,3,3
2150,1,1
2151,1,1
2152,4,4
2153,2,2
2154,1,1
2155,4,4
2156,3,3
2157,0,0
2158,1,1
2159,3,3
2160,2,2
2161,1,1
2162,1,1
2163,2,2
2164,2,2
2165,4,4
2166,0,0
2167,4,4
2168,4,4
2169,2,2
2170,0,0
2171,2,2
2172,1,1
2173,2,2
2174,1,1
2175,2,2
2176,2,2
2177,2,2
2178,1,1
2179,1,1
2180,1,1
2181,1,1
2182,2,2
2183,0,0
2184,0,0
2185,0,0
2186,4,4
2187,0,0
2188,1,1
2189,1,1
2190,0,0
2191,1,1
2192,3,3
2193,0,0
2194,2,2
2195,3,3
2196,4,4
2197,3,3
2198,4,4
2199,0,0
2200,4,4
2201,0,0
2202,1,1
2203,1,1
2204,3,3
2205,4,4
2206,1,1
2207,2,2
2208,3,3
2209,3,3
2210,1,1
2211,2,2
2212,1,1
2213,0,0
2214,4,4
2215,3,3
2216,1,1
2217,1,1
2218,3,3
2219,1,1
2220,4,4
2221,0,0
2222,3,3
2223,3,3
2224,2,2
2225,2,2
2226,0,0
2227,3,3
2228,2,2
2229,3,3
2230,4,4
2231,3,3
2232,3,3
2233,0,0
2234,3,3
2235,4,4
2236,0,0
2237,4,4
2238,4,4
2239,2,2
2240,2,2
2241,3,3
2242,2,2
2243,2,2
2244,0,0
2245,4,4
2246,2,2
2247,2,2
2248,1,1
2249,2,2
2250,4,4
2251,4,4
2252,1,1
2253,0,0
2254,1,1
2255,2,2
2256,3,3
2257,4,4
2258,3,3
2259,0,0
2260,4,4
2261,4,4
2262,1,1
2263,0,0
2264,1,1
2265,2,2
2266,3,3
2267,1,1
2268,4,4
2269,1,1
2270,3,3
2271,1,1
2272,3,3
2273,4,4
2274,2,2
2275,1,1
2276,2,2
2277,3,3
2278,3,3
2279,2,2
2280,0,0
2281,2,2
2282,1,1
2283,2,2
2284,3,3
2285,2,2
2286,3,3
2287,3,3
2288,0,0
2289,2,2
2290,0,0
2291,2,2
2292,4,4
2293,2,2
2294,3,3
2295,4,4
2296,1,1
2297,2,2
2298,0,0
2299,3,3
2300,4,4
2301,1,1
2302,4,4
2303,0,0
2304,2,2
2305,4,4
2306,3,3
2307,1,1
2308,1,1
2309,0,0
2310,1,1
2311,1,1
2312,1,1
2313,3,3
2314,0,0
2315,1,1
2316,1,1
2317,2,2
2318,4,4
2319,1,1
2320,0,0
2321,3,3
2322,4,4
2323,1,1
2324,4,4
2325,1,1
2326,0,0
2327,2,2
2328,0,0
2329,1,1
2330,4,4
2331,0,0
2332,0,0
2333,3,3
2334,0,0
2335,2,2
2336,2,2
2337,1,1
2338,0,0
2339,1,1
2340,4,4
2341,1,1
2342,4,4
2343,4,4
2344,0,0
2345,1,1
2346,1,1
2347,2,2
2348,3,3
2349,4,4
2350,1,1
2351,4,4
2352,0,0
2353,4,4
2354,0,0
2355,2,2
2356,1,1
2357,2,2
2358,1,1
2359,4,4
2360,2,2
2361,1,1
2362,1,1
2363,0,0
2364,2,2
2365,3,3
2366,3,3
2367,3,3
2368,4,4
2369,1,1
2370,0,0
2371,2,2
2372,1,1
2373,0,0
2374,2,2
2375,3,3
2376,2,2
2377,0,0
2378,1,1
2379,1,1
2380,1,1
2381,1,1
2382,1,1
2383,2,2
2384,0,0
2385,0,0
2386,1,1
2387,0,0
2388,0,0
2389,0,0
2390,0,0
2391,1,1
2392,2,2
2393,3,3
2394,2,2
2395,3,3
2396,3,3
2397,1,1
2398,3,3
2399,2,2
2400,3,3
2401,1,1
2402,1,1
2403,2,2
2404,2,2
2405,0,0
2406,2,2
2407,0,0
2408,4,4
2409,0,0
2410,2,2
2411,4,4
2412,1,1
2413,0,0
2414,3,3
2415,2,2
2416,1,1
2417,2,2
2418,4,4
2419,3,3
2420,4,4
2421,3,3
2422,2,2
2423,0,0
2424,2,2
2425,4,4
2426,3,3
2427,3,3
2428,3,3
2429,4,4
2430,3,3
2431,0,0
2432,3,3
2433,1,1
2434,4,4
2435,4,4
2436,1,1
2437,3,3
2438,1,1
2439,1,1
2440,4,4
2441,4,4
2442,0,0
2443,0,0
2444,2,2
2445,0,0
2446,3,3
2447,0,0
2448,4,4
2449,2,2
2450,4,4
2451,0,0
2452,1,1
2453,3,3
2454,1,1
2455,4,4
2456,4,4
2457,0,0
2458,3,3
2459,2,2
2460,3,3
2461,1,1
2462,0,0
2463,0,0
2464,0,0
2465,1,1
2466,0,0
2467,2,2
2468,3,3
2469,1,1
2470,0,0
2471,4,4
2472,3,3
2473,2,2
2474,1,1
2475,0,0
2476,4,4
2477,0,0
2478,3,3
2479,3,3
2480,2,2
2481,0,0
2482,3,3
2483,1,1
2484,4,4
2485,4,4
2486,4,4
2487,1,1
2488,2,2
2489,4,4
2490,3,3
2491,3,3
2492,3,3
2493,1,1
2494,0,0
2495,4,4
2496,3,3
2497,4,4
2498,4,4
2499,3,3
2500,2,2
2501,0,0
2502,0,0
2503,4,4
2504,0,0
2505,1,1
2506,4,4
2507,1,1
2508,2,2
2509,1,1
2510,4,4
2511,2,2
2512,4,4
2513,3,3
2514,3,3
2515,2,2
2516,3,3
2517,2,2
2518,1,1
2519,0,0
2520,2,2
2521,4,4
2522,4,4
2523,3,3
2524,4,4
2525,3,3
2526,4,4
2527,3,3
2528,3,3
2529,2,2
2530,3,3
2531,1,1
2532,2,2
2533,3,3
2534,0,0
2535,3,3
2536,0,0
2537,3,3
2538,4,4
2539,3,3
2540,3,3
2541,0,0
2542,3,3
2543,4,4
2544,2,2
2545,3,3
2546,2,2
2547,3,3
2548,1,1
2549,4,4
2550,3,3
2551,1,1
2552,1,1
2553,1,1
2554,3,3
2555,2,2
2556,2,2
2557,2,2
2558,3,3
2559,2,2
2560,1,1
2561,0,0
2562,4,4
2563,3,3
2564,1,1
2565,0,0
2566,2,2
2567,1,1
2568,0,0
2569,1,1
2570,2,2
2571,4,4
2572,4,4
2573,3,3
2574,2,2
2575,2,2
2576,4,4
2577,0,0
2578,3,3
2579,3,3
2580,3,3
2581,2,2
2582,4,4
2583,1,1
2584,1,1
2585,1,1
2586,2,2
2587,0,0
2588,0,0
2589,3,3
2590,4,4
2591,4,4
2592,2,2
2593,0,0
2594,1,1
2595,2,2
2596,1,1
2597,2,2
2598,3,3
2599,4,4
2600,2,2
2601,0,0
2602,1,1
2603,1,1
2604,2,2
2605,3,3
2606,2,2
2607,2,2
2608,3,3
2609,4,4
2610,1,1
2611,4,4
2612,4,4
2613,4,4
2614,3,3
2615,0,0
2616,4,4
2617,0,0
2618,0,0
2619,2,2
2620,1,1
2621,3,3
2622,4,4
2623,3,3
2624,4,4
2625,2,2
2626,4,4
2627,2,2
2628,4,4
2629,0,0
2630,0,0
2631,1,1
2632,2,2
2633,3,3
2634,3,3
2635,1,1
2636,0,0
2637,3,3
2638,3,3
2639,0,0
2640,3,3
2641,4,4
2642,4,4
2643,1,1
2644,2,2
2645,4,4
2646,4,4
2647,1,1
2648,4,4
2649,2,2
2650,2,2
2651,3,3
2652,1,1
2653,1,1
2654,3,3
2655,3,3
2656,2,2
2657,4,4
2658,3,3
2659,2,2
2660,1,1
2661,0,0
2662,0,0
2663,2,2
2664,1,1
2665,2,2
2666,3,3
2667,4,4
2668,2,2
2669,4,4
2670,4,4
2671,1,1
2672,1,1
2673,0,0
2674,0,0
2675,2,2
2676,2,2
2677,4,4
2678,4,4
2679,4,4
2680,0,0
2681,0,0
2682,1,1
2683,0,0
2684,4,4
2685,4,4
2686,3,3
2687,4,4
2688,0,0
2689,4,4
2690,4,4
2691,0,0
2692,1,1
2693,4,4
2694,1,1
2695,3,3
2696,2,2
2697,4,4
2698,3,3
2699,2,2
2700,3,3
2701,1,1
2702,3,3
2703,4,4
2704,4,4
2705,0,0
2706,1,1
2707,3,3
2708,4,4
2709,1,1
2710,3,3
2711,2,2
2712,2,2
2713,1,1
2714,1,1
2715,2,2
2716,3,3
2717,0,0
2718,2,2
2719,4,4
2720,2,2
2721,3,3
2722,3,3
2723,4,4
2724,2,2
2725,3,3
2726,4,4
2727,0,0
2728,2,2
2729,2,2
2730,0,0
2731,1,1
2732,2,2
2733,0,0
2734,0,0
2735,1,1
2736,0,0
2737,3,3
2738,0,0
2739,3,3
2740,2,2
2741,4,4
2742,1,1
2743,2,2
2744,2,2
2745,3,3
2746,3,3
2747,0,0
2748,0,0
2749,1,1
2750,1,1
2751,1,1
2752,0,0
2753,0,0
2754,3,3
2755,0,0
2756,3,3
2757,2,2
2758,2,2
2759,2,2
2760,1,1
2761,3,3
2762,0,0
2763,4,4
2764,2,2
2765,1,1
2766,1,1
2767,4,4
2768,0,0
2769,1,1
2770,0,0
2771,1,1
2772,2,2
2773,2,2
2774,1,1
2775,1,1
2776,0,0
2777,3,3
2778,4,4
2779,2,2
2780,2,2
2781,3,3
2782,2,2
2783,2,2
2784,3,3
2785,3,3
2786,0,0
2787,0,0
2788,4,4
2789,1,1
2790,2,2
2791,1,1
2792,1,1
2793,3,3
2794,3,3
2795,3,3
2796,3,3
2797,3,3
2798,4,4
2799,2,2
2800,1,1
2801,2,2
2802,1,1
2803,2,2
2804,0,0
2805,0,0
2806,1,1
2807,3,3
2808,1,1
2809,1,1
2810,1,1
2811,2,2
2812,2,2
2813,2,2
2814,3,3
2815,1,1
2816,0,0
2817,2,2
2818,2,2
2819,1,1
2820,4,4
2821,2,2
2822,3,3
2823,3,3
2824,2,2
2825,2,2
2826,1,1
2827,3,3
2828,0,0
2829,1,1
2830,4,4
2831,2,2
2832,0,0
2833,3,3
2834,0,0
2835,2,2
2836,0,0
2837,4,4
2838,1,1
2839,0,0
2840,0,0
2841,1,1
2842,4,4
2843,2,2
2844,1,1
2845,3,3
2846,3,3
2847,4,4
2848,2,2
2849,4,4
2850,0,0
2851,3,3
2852,3,3
2853,1,1
2854,3,3
2855,2,2
2856,1,1
2857,2,2
2858,1,1
2859,4,4
2860,3,3
2861,1,1
2862,1,1
2863,4,4
2864,2,2
2865,3,3
2866,3,3
2867,1,1
2868,2,2
2869,0,0
2870,1,1
2871,0,0
2872,4,4
2873,3,3
2874,2,2
2875,0,0
2876,2,2
2877,1,1
2878,2,2
2879,2,2
2880,2,2
2881,2,2
2882,1,1
2883,1,1
2884,0,0
2885,4,4
2886,3,3
2887,1,1
2888,0,0
2889,1,1
2890,4,4
2891,3,3
2892,0,0
2893,1,1
2894,0,0
2895,4,4
2896,2,2
2897,2,2
2898,0,0
2899,2,2
2900,3,3
2901,4,4
2902,0,0
2903,2,2
2904,0,0
2905,3,3
2906,4,4
2907,0,0
2908,2,2
2909,4,4
2910,4,4
2911,4,4
2912,1,1
2913,3,3
2914,3,3
2915,4,4
2916,4,4
2917,0,0
2918,2,2
2919,0,0
2920,4,4
2921,0,0
2922,3,3
2923,1,1
2924,3,3
2925,2,2
2926,3,3
2927,0,0
2928,1,1
2929,1,1
2930,1,1
2931,2,2
2932,3,3
2933,0,0
2934,2,2
2935,1,1
2936,4,4
2937,4,4
2938,2,2
2939,2,2
2940,2,2
2941,4,4
2942,4,4
2943,3,3
2944,0,0
2945,1,1
2946,1,1
2947,3,3
2948,0,0
2949,2,2
2950,4,4
2951,1,1
2952,1,1
2953,1,1
2954,1,1
2955,4,4
2956,4,4
2957,0,0
2958,1,1
2959,2,2
2960,4,4
2961,1,1
2962,0,0
2963,0,0
2964,2,2
2965,3,3
2966,3,3
2967,3,3
2968,2,2
2969,4,4
2970,3,3
2971,2,2
2972,4,4
2973,3,3
2974,4,4
2975,3,3
2976,3,3
2977,1,1
2978,0,0
2979,1,1
2980,4,4
2981,1,1
2982,3,3
2983,3,3
2984,4,4
2985,1,1
2986,1,1
2987,1,1
2988,2,2
2989,1,1
2990,0,0
2991,2,2
2992,2,2
2993,1,1
2994,0,0
2995,0,0
2996,0,0
2997,3,3
2998,0,0
2999,0,0
3000,4,4
3001,2,2
3002,3,3
3003,2,2
3004,3,3
3005,1,1
3006,1,1
3007,0,0
3008,1,1
3009,0,0
3010,3,3
3011,1,1
3012,0,0
3013,2,2
3014,0,0
3015,1,1
3016,1,1
3017,1,1
3018,3,3
3019,1,1
3020,2,2
3021,4,4
3022,1,1
3023,2,2
3024,3,3
3025,4,4
3026,4,4
3027,2,2
3028,3,3
3029,1,1
3030,0,0
3031,2,2
3032,1,1
3033,1,1
3034,1,1
3035,1,1
3036,3,3
3037,2,2
3038,1,1
3039,0,0
3040,3,3
3041,3,3
3042,2,2
3043,4,4
3044,4,4
3045,0,0
3046,0,0
3047,2,2
3048,1,1
3049,0,0
3050,3,3
3051,3,3
3052,3,3
3053,4,4
3054,2,2
3055,1,1
3056,1,1
3057,3,3
3058,4,4
3059,1,1
3060,1,1
3061,0,0
3062,2,2
3063,4,4
3064,1,1
3065,3,3
3066,3,3
3067,3,3
3068,0,0
3069,3,3
3070,4,4
3071,1,1
3072,3,3
3073,1,1
3074,1,1
3075,0,0
3076,3,3
3077,0,0
3078,3,3
3079,4,4
3080,4,4
3081,1,1
3082,0,0
3083,0,0
3084,3,3
3085,2,2
3086,3,3
3087,0,0
3088,4,4
3089,1,1
3090,3,3
3091,4,4
3092,3,3
3093,0,0
3094,0,0
3095,4,4
3096,3,3
3097,3,3
3098,1,1
3099,0,0
3100,1,1
3101,2,2
3102,1,1
3103,1,1
3104,4,4
3105,0,0
3106,2,2
3107,1,1
3108,0,0
3109,2,2
3110,3,3
3111,2,2
3112,4,4
3113,2,2
3114,4,4
3115,2,2
3116,2,2
3117,2,2
3118,0,0
3119,1,1
3120,0,0
3121,4,4
3122,4,4
3123,1,1
3124,4,4
3125,3,3
3126,4,4
3127,3,3
3128,2,2
3129,2,2
3130,3,3
3131,0,0
3132,1,1
3133,0,0
3134,3,3
3135,3,3
3136,2,2
3137,3,3
3138,0,0
3139,0,0
3140,0,0
3141,3,3
3142,0,0
3143,0,0
3144,3,3
3145,2,2
3146,0,0
3147,2,2
3148,2,2
3149,1,1
3150,3,3
3151,4,4
3152,4,4
3153,2,2
3154,0,0
3155,1,1
3156,3,3
3157,2,2
3158,4,4
3159,2,2
3160,3,3
3161,3,3
3162,4,4
3163,3,3
3164,3,3
3165,3,3
3166,2,2
3167,3,3
3168,0,0
3169,1,1
3170,3,3
3171,1,1
3172,1,1
3173,2,2
3174,3,3
3175,3,3
3176,0,0
3177,2,2
3178,3,3
3179,1,1
3180,2,2
3181,3,3
3182,1,1
3183,2,2
3184,0,0
3185,4,4
3186,3,3
3187,2,2
3188,3,3
3189,1,1
3190,0,0
3191,2,2
3192,4,4
3193,4,4
3194,2,2
3195,3,3
3196,3,3
3197,4,4
3198,3,3
3199,4,4
3200,4,4
3201,3,3
3202,1,1
3203,2,2
3204,4,4
3205,4,4
3206,1,1
3207,2,2
3208,1,1
3209,4,4
3210,2,2
3211,3,3
3212,1,1
3213,0,0
3214,3,3
3215,3,3
3216,3,3
3217,2,2
3218,4,4
3219,3,3
3220,2,2
3221,2,2
3222,2,2
3223,3,3
3224,2,2
3225,2,2
3226,1,1
3227,1,1
3228,4,4
3229,2,2
3230,4,4
3231,3,3
3232,2,2
3233,2,2
3234,1,1
3235,4,4
3236,0,0
3237,0,0
3238,0,0
3239,1,1
3240,1,1
3241,4,4
3242,4,4
3243,0,0
3244,0,0
3245,0,0
3246,0,0
3247,3,3
3248,4,4
3249,0,0
3250,4,4
3251,3,3
3252,3,3
3253,4,4
3254,2,2
3255,3,3
3256,3,3
3257,1,1
3258,2,2
3259,4,4
3260,3,3
3261,3,3
3262,0,0
3263,2,2
3264,4,4
3265,4,4
3266,1,1
3267,0,0
3268,2,2
3269,2,2
3270,1,1
3271,2,2
3272,0,0
3273,4,4
3274,4,4
3275,0,0
3276,3,3
3277,3,3
3278,1,1
3279,4,4
3280,2,2
3281,4,4
3282,4,4
3283,1,1
3284,1,1
3285,3,3
3286,1,1
3287,0,0
3288,0,0
3289,1,1
3290,0,0
3291,1,1
3292,2,2
3293,3,3
3294,2,2
3295,1,1
3296,0,0
3297,0,0
3298,2,2
3299,4,4
3300,2,2
3301,0,0
3302,3,3
3303,4,4
3304,4,4
3305,1,1
3306,1,1
3307,0,0
3308,4,4
3309,4,4
3310,2,2
3311,0,0
3312,3,3
3313,1,1
3314,1,1
3315,0,0
3316,0,0
3317,2,2
3318,2,2
3319,4,4
3320,0,0
3321,0,0
3322,0,0
3323,0,0
3324,0,0
3325,1,1
3326,0,0
3327,0,0
3328,1,1
3329,3,3
3330,1,1
3331,1,1
3332,1,1
3333,1,1
3334,2,2
3335,0,0
3336,3,3
3337,0,0
3338,0,0
3339,1,1
3340,3,3
3341,0,0
3342,1,1
3343,4,4
3344,4,4
3345,2,2
3346,3,3
3347,2,2
3348,1,1
3349,4,4
3350,3,3
3351,0,0
3352,0,0
3353,3,3
3354,2,2
3355,1,1
3356,0,0
3357,3,3
3358,1,1
3359,4,4
3360,4,4
3361,3,3
3362,0,0
3363,3,3
3364,2,2
3365,3,3
3366,1,1
3367,1,1
3368,2,2
3369,0,0
3370,4,4
3371,1,1
3372,1,1
3373,4,4
3374,1,1
3375,4,4
3376,3,3
3377,0,0
3378,4,4
3379,0,0
3380,4,4
3381,4,4
3382,2,2
3383,2,2
3384,4,4
3385,0,0
3386,2,2
3387,4,4
3388,3,3
3389,2,2
3390,0,0
3391,2,2
3392,4,4
3393,2,2
3394,0,0
3395,2,2
3396,2,2
3397,4,4
3398,4,4
3399,2,2
3400,3,3
3401,4,4
3402,4,4
3403,0,0
3404,0,0
3405,2,2
3406,4,4
3407,3,3
3408,1,1
3409,1,1
3410,2,2
3411,4,4
3412,3,3
3413,3,3
3414,3,3
3415,4,4
3416,1,1
3417,3,3
3418,2,2
3419,1,1
3420,0,0
3421,1,1
3422,3,3
3423,0,0
3424,2,2
3425,2,2
3426,2,2
3427,3,3
3428,4,4
3429,3,3
3430,4,4
3431,3,3
3432,0,0
3433,4,4
3434,0,0
3435,1,1
3436,0,0
3437,4,4
3438,4,4
3439,2,2
3440,3,3
3441,3,3
3442,1,1
3443,3,3
3444,4,4
3445,0,0
3446,3,3
3447,3,3
3448,0,0
3449,2,2
3450,3,3
3451,0,0
3452,2,2
3453,4,4
3454,0,0
3455,3,3
3456,3,3
3457,4,4
3458,1,1
3459,0,0
3460,3,3
3461,4,4
3462,1,1
3463,1,1
3464,2,2
3465,3,3
3466,0,0
3467,3,3
3468,3,3
3469,2,2
3470,3,3
3471,2,2
3472,4,4
3473,3,3
3474,2,2
3475,4,4
3476,2,2
3477,3,3
3478,0,0
3479,3,3
3480,0,0
3481,0,0
3482,4,4
3483,3,3
3484,1,1
3485,4,4
3486,1,1
3487,2,2
3488,2,2
3489,4,4
3490,1,1
3491,4,4
3492,4,4
3493,3,3
3494,1,1
3495,0,0
3496,3,3
3497,0,0
3498,2,2
3499,0,0
3500,0,0
3501,0,0
3502,2,2
3503,4,4
3504,0,0
3505,0,0
3506,0,0
3507,1,1
3508,3,3
3509,4,4
3510,3,3
3511,4,4
3512,4,4
3513,3,3
3514,2,2
3515,2,2
3516,3,3
3517,3,3
3518,3,3
3519,3,3
3520,1,1
3521,0,0
3522,4,4
3523,2,2
3524,4,4
3525,4,4
3526,0,0
3527,2,2
3528,1,1
3529,1,1
3530,0,0
3531,1,1
3532,0,0
3533,1,1
3534,1,1
3535,0,0
3536,2,2
3537,2,2
3538,2,2
3539,1,1
3540,2,2
3541,0,0
3542,0,0
3543,1,1
3544,3,3
3545,1,1
3546,1,1
3547,0,0
3548,1,1
3549,3,3
3550,3,3
3551,2,2
3552,3,3
3553,4,4
3554,1,1
3555,3,3
3556,0,0
3557,2,2
3558,4,4
3559,2,2
3560,4,4
3561,2,2
3562,0,0
3563,2,2
3564,2,2
3565,3,3
3566,4,4
3567,3,3
3568,4,4
3569,2,2
3570,1,1
3571,3,3
3572,3,3
3573,4,4
3574,2,2
3575,3,3
3576,2,2
3577,4,4
3578,4,4
3579,2,2
3580,4,4
3581,0,0
3582,1,1
3583,3,3
3584,0,0
3585,4,4
3586,2,2
3587,3,3
3588,3,3
3589,3,3
3590,1,1
3591,1,1
3592,4,4
3593,2,2
3594,1,1
3595,3,3
3596,4,4
3597,3,3
3598,0,0
3599,3,3
3600,4,4
3601,3,3
3602,2,2
3603,4,4
3604,1,1
3605,0,0
3606,0,0
3607,1,1
3608,4,4
3609,4,4
3610,1,1
3611,1,1
3612,4,4
3613,1,1
3614,4,4
3615,1,1
3616,1,1
3617,1,1
3618,0,0
3619,3,3
3620,0,0
3621,4,4
3622,1,1
3623,0,0
3624,2,2
3625,3,3
3626,4,4
3627,4,4
3628,4,4
3629,2,2
3630,1,1
3631,2,2
3632,0,0
3633,0,0
3634,3,3
3635,4,4
3636,3,3
3637,0,0
3638,0,0
3639,2,2
3640,4,4
3641,1,1
3642,1,1
3643,3,3
3644,0,0
3645,1,1
3646,0,0
3647,0,0
3648,4,4
3649,0,0
3650,0,0
3651,0,0
3652,4,4
3653,2,2
3654,1,1
3655,3,3
3656,3,3
3657,1,1
3658,3,3
3659,2,2
3660,1,1
3661,2,2
3662,2,2
3663,4,4
3664,4,4
3665,1,1
3666,3,3
3667,2,2
3668,3,3
3669,4,4
3670,4,4
3671,3,3
3672,0,0
3673,1,1
3674,4,4
3675,1,1
3676,0,0
3677,1,1
3678,0,0
3679,0,0
3680,1,1
3681,1,1
3682,4,4
3683,1,1
3684,4,4
3685,4,4
3686,3,3
3687,4,4
3688,1,1
3689,1,1
3690,4,4
3691,1,1
3692,2,2
3693,2,2
3694,3,3
3695,4,4
3696,2,2
3697,3,3
3698,0,0
3699,2,2
3700,3,3
3701,4,4
3702,2,2
3703,4,4
3704,2,2
3705,3,3
3706,3,3
3707,0,0
3708,2,2
3709,2,2
3710,3,3
3711,4,4
3712,2,2
3713,4,4
3714,3,3
3715,4,4
3716,2,2
3717,4,4
3718,2,2
3719,0,0
3720,3,3
3721,1,1
3722,4,4
3723,4,4
3724,0,0
3725,3,3
3726,1,1
3727,3,3
3728,3,3
3729,0,0
3730,2,2
3731,2,2
3732,2,2
3733,3,3
3734,3,3
3735,4,4
3736,3,3
3737,2,2
3738,0,0
3739,0,0
3740,2,2
3741,4,4
3742,3,3
3743,1,1
3744,2,2
3745,4,4
3746,3,3
3747,1,1
3748,4,4
3749,3,3
3750,4,4
3751,3,3
3752,0,0
3753,4,4
3754,2,2
3755,0,0
3756,1,1
3757,0,0
3758,2,2
3759,0,0
3760,4,4
3761,4,4
3762,1,1
3763,2,2
3764,4,4
3765,3,3
3766,3,3
3767,2,2
3768,1,1
3769,1,1
3770,0,0
3771,2,2
3772,4,4
3773,3,3
3774,0,0
3775,2,2
3776,4,4
3777,1,1
3778,4,4
3779,0,0
3780,3,3
3781,2,2
3782,2,2
3783,3,3
3784,1,1
3785,0,0
3786,3,3
3787,0,0
3788,4,4
3789,0,0
3790,2,2
3791,2,2
3792,2,2
3793,4,4
3794,1,1
3795,3,3
3796,4,4
3797,3,3
3798,2,2
3799,1,1
3800,4,4
3801,2,2
3802,4,4
3803,2,2
3804,2,2
3805,1,1
3806,0,0
3807,0,0
3808,1,1
3809,2,2
3810,3,3
3811,1,1
3812,2,2
3813,4,4
3814,0,0
3815,0,0
3816,3,3
3817,4,4
3818,1,1
3819,1,1
3820,3,3
3821,3,3
3822,1,1
3823,0,0
3824,4,4
3825,1,1
3826,0,0
3827,4,4
3828,3,3
3829,0,0
3830,0,0
3831,0,0
3832,2,2
3833,0,0
3834,3,3
3835,4,4
3836,2,2
3837,4,4
3838,3,3
3839,3,3
3840,0,0
3841,4,4
3842,2,2
3843,4,4
3844,1,1
3845,0,0
3846,4,4
3847,3,3
3848,0,0
3849,3,3
3850,0,0
3851,4,4
3852,4,4
3853,0,0
3854,4,4
3855,2,2
3856,2,2
3857,3,3
3858,4,4
3859,1,1
3860,1,1
3861,4,4
3862,4,4
3863,1,1
3864,4,4
3865,3,3
3866,0,0
3867,0,0
3868,4,4
3869,0,0
3870,4,4
3871,4,4
3872,0,0
3873,2,2
3874,1,1
3875,2,2
3876,1,1
3877,0,0
3878,0,0
3879,2,2
3880,1,1
3881,3,3
3882,4,4
3883,2,2
3884,0,0
3885,0,0
3886,2,2
3887,2,2
3888,0,0
3889,3,3
3890,1,1
3891,4,4
3892,3,3
3893,4,4
3894,1,1
3895,2,2
3896,2,2
3897,0,0
3898,0,0
3899,0,0
3900,0,0
3901,4,4
3902,2,2
3903,4,4
3904,0,0
3905,0,0
3906,4,4
3907,3,3
3908,2,2
3909,4,4
3910,0,0
3911,4,4
3912,2,2
3913,4,4
3914,4,4
3915,1,1
3916,1,1
3917,0,0
3918,0,0
3919,4,4
3920,1,1
3921,4,4
3922,4,4
3923,2,2
3924,1,1
3925,3,3
3926,0,0
3927,2,2
3928,1,1
3929,4,4
3930,4,4
3931,1,1
3932,4,4
3933,2,2
3934,2,2
3935,0,0
3936,3,3
3937,3,3
3938,4,4
3939,4,4
3940,3,3
3941,4,4
3942,0,0
3943,0,0
3944,2,2
3945,3,3
3946,2,2
3947,0,0
3948,3,3
3949,4,4
3950,2,2
3951,0,0
3952,0,0
3953,1,1
3954,4,4
3955,0,0
3956,4,4
3957,0,0
3958,3,3
3959,3,3
3960,4,4
3961,3,3
3962,2,2
3963,4,4
3964,1,1
3965,4,4
3966,4,4
3967,3,3
3968,4,4
3969,0,0
3970,4,4
3971,3,3
3972,0,0
3973,0,0
3974,3,3
3975,3,3
3976,0,0
3977,2,2
3978,2,2
3979,4,4
3980,2,2
3981,2,2
3982,4,4
3983,3,3
3984,4,4
3985,1,1
3986,3,3
3987,2,2
3988,4,4
3989,4,4
3990,3,3
3991,3,3
3992,3,3
3993,0,0
3994,1,1
3995,0,0
3996,3,3
3997,3,3
3998,4,4
3999,3,3
4000,1,1
4001,2,2
4002,4,4
4003,1,1
4004,0,0
4005,1,1
4006,0,0
4007,1,1
4008,4,4
4009,2,2
4010,3,3
4011,2,2
4012,1,1
4013,1,1
4014,1,1
4015,3,3
4016,4,4
4017,1,1
4018,3,3
4019,0,0
4020,1,1
4021,2,2
4022,4,4
4023,3,3
4024,2,2
4025,0,0
4026,4,4
4027,4,4
4028,3,3
4029,3,3
4030,2,2
4031,2,2
4032,4,4
4033,0,0
4034,4,4
4035,4,4
4036,3,3
4037,2,2
4038,2,2
4039,1,1
4040,2,2
4041,3,3
4042,2,2
4043,1,1
4044,4,4
4045,0,0
4046,3,3
4047,4,4
4048,0,0
4049,3,3
4050,2,2
4051,2,2
4052,1,1
4053,3,3
4054,1,1
4055,3,3
4056,3,3
4057,3,3
4058,4,4
4059,4,4
4060,1,1
4061,4,4
4062,2,2
4063,1,1
4064,0,0
4065,4,4
4066,1,1
4067,1,1
4068,3,3
4069,4,4
4070,3,3
4071,4,4
4072,4,4
4073,2,2
4074,0,0
4075,3,3
4076,3,3
4077,4,4
4078,3,3
4079,1,1
4080,3,3
4081,4,4
4082,2,2
4083,2,2
4084,1,1
4085,3,3
4086,2,2
4087,1,1
4088,3,3
4089,1,1
4090,4,4
4091,4,4
4092,4,4
4093,3,3
4094,4,4
4095,1,1
4096,2,2
4097,1,1
4098,2,2
4099,1,1
4100,1,1
4101,4,4
4102,4,4
4103,1,1
4104,3,3
4105,3,3
4106,3,3
4107,2,2
4108,3,3
4109,4,4
4110,1,1
4111,1,1
4112,1,1
4113,0,0
4114,1,1
4115,2,2
4116,1,1
4117,0,0
4118,3,3
4119,0,0
4120,4,4
4121,3,3
4122,4,4
4123,3,3
4124,4,4
4125,1,1
4126,0,0
4127,1,1
4128,3,3
4129,4,4
4130,4,4
4131,0,0
4132,4,4
4133,0,0
4134,1,1
4135,3,3
4136,1,1
4137,0,0
4138,4,4
4139,2,2
